"Source","Target"
Henry Dickman,ASL
x Diezmann,ASL
John Dingle,ASL
Henry Distin,ASL
Thomas J Dobson,ASL
William Donald,ASL
John Donaldson,ASL
x Donnell,ASL
Cornelius Donovan,ASL
Bernard Dorn,ASL
James Dowie,ASL
John Langdon H Down,ASL
Alexander Downing,ASL
Arthur Edward Downing,ASL
Washington Downing,ASL
James T J Doyle,ASL
D I Drakeford,ASL
James F Draper,ASL
Robert A Drew,ASL
H Driver,ASL
John Drummond,ASL
Paul Belloni Du Chaillu,ASL
C A Du Val,ASL
Gustaf Von Duben,ASL
Frederick Duckworth,ASL
Henry Duckworth,ASL
R E Dudgeon,ASL
Reginald R Dudley,ASL
J R Duggan,ASL
W N Duggan,ASL
Emile Duhousset,ASL
Conrad C Dumas,ASL
x Dumon,ASL
Alexander Duncan,ASL
Francis Duncan,ASL
Peter Martin Duncan,ASL
Alexander Milne Dunlop,ASL
R H W Dunlop,ASL
Robert Dyce,ASL
Robert Eadie,ASL
William Eassie,ASL
Alexander Ecker,ASL
Conrad Eckhard,ASL
Casper W Eddy,ASL
Thomas Edmonston,ASL
J  Passmore Edwards,ASL
William Edwards-Schneegans,ASL
Charles William Eeles,ASL
x Eliot,ASL
John Ellerton,ASL
C H  Fairfax Ellis,ASL
Jonathan W Elmes,ASL
Joel Emanuel,ASL
Jacob Epstein,ASL
Victor Erlanger,ASL
Adolf Ernst,ASL
x Euclide,ASL
Edward Bickerton Evans,ASL
John Evans,ASL
Richard Tonson Evanson,ASL
William Ewart,ASL
Arthur B Ewen,ASL
Edward John Eyre,ASL
William Fairbairn,ASL
R W Fairbank,ASL
Edmund Farmer,ASL
x Farquharson,ASL
J G Faught,ASL
Frederick Fearon,ASL
Alexis Fedschenko,ASL
George Edgeworth Fenwick,ASL
William Ferguson,ASL
John Fergusson,ASL
Leopold Ferny,ASL
Alexander Fiddes,ASL
Edwin Foxton Firby,ASL
Frederick Firebrace,ASL
James (1) Fischer,ASL
Robert Fischer,ASL
Edward Gardiner Fishbourne,ASL
F H Fitzwilliam,ASL
George Fleming,ASL
Alphonse de Fleuriot de Langle,ASL
Walter Flight,ASL
John Folhurst,ASL
Duncan W Forbes,ASL
W Forester,ASL
Joseph James Forrester,ASL
Balthazar Walter Foster,ASL
M Foster,ASL
William Henry Francklyne,ASL
Alexander Adolphus Fraser,ASL
Alexander Colvin Fraser,ASL
Henry Stanhope Freeman,ASL
x Freme,ASL
Sydney French,ASL
H  Albert Freuler,ASL
Anton Fritsch,ASL
Danby Palmer Fry,ASL
Stephen D Fuller,ASL
Michael Cudmore Furnell,ASL
Paolo Gaddi,ASL
Richard M Gage,ASL
Antonio Garbiglietti,ASL
Felix Garden,ASL
John Gardiner,ASL
Charles Henry Gardner,ASL
William H Garrett,ASL
Charles Henry Gatty,ASL
J Gaus,ASL
David Gay,ASL
Alex  Nidda Genthe,ASL
x Georgei,ASL
Paul Gervais,ASL
George Duncan Gibb,ASL
Craig Gibson,ASL
George Stacey Gibson,ASL
Enrico Hillyer Giglioli,ASL
Joseph Gill,ASL
Andrew Gilmour,ASL
x Giraldes,ASL
Spyridon Glaucopides,ASL
J  S  Stuart Glennie,ASL
John Hawley Glover,ASL
Edwin Goadby,ASL
x Gobineau,ASL
William Goddard,ASL
Thomas Godrich,ASL
Augustus Goldsmid,ASL
Thomas Gooch,ASL
William Gooch,ASL
Charles Rowland Goodman,ASL
Arthur Gordon Gordon,ASL
Richard Thomas Gore,ASL
A L  (pere) Gosse,ASL
Hippolyte-Jean Gosse,ASL
Charles Edward Gover,ASL
James Gowans,ASL
Pierre Gratiolet,ASL
John Grattan,ASL
Ryves William Graves,ASL
John Grayling,ASL
Frederick Green,ASL
Frederick King Green,ASL
George Courthope Green,ASL
Sidney Faithhorn Green,ASL
Henry Greenway,ASL
William Greenwell,ASL
Edward Greey,ASL
Alexander Gregg,ASL
Walter Gregor,ASL
J R Gregory,ASL
H G Gridley,ASL
Frederick Griffin,ASL
Lepel Griffin,ASL
Francis Griffiths,ASL
James Oliff Griffits,ASL
Charles Groves,ASL
Joseph Tatton Russell Groves,ASL
John Gunn,ASL
Henry Francis Jeune Guppy,ASL
Samuel Guppy,ASL
Johann Georg Hahn,ASL
Ernst Hallier,ASL
C D Hammond,ASL
William Alexander Hammond,ASL
Henry Fletcher Hance,ASL
H J B Hancock,ASL
James Ronaldson Handyside,ASL
Richard Davis Hanson,ASL
Edward B Harbour,ASL
Clarence Harcourt,ASL
Charles Harding,ASL
William Harding,ASL
William Hardman,ASL
Charles J Harland,ASL
Henry Harland,ASL
C E Harle,ASL
Thomas Harlin,ASL
J A W Harper,ASL
Samuel Harraden,ASL
Arthur B Harris,ASL
James Penn Harris,ASL
William Henry Harrison,ASL
Alfred Edmund Harriss,ASL
Ernest Abraham Hart,ASL
John Harvey,ASL
Frederick Augustus Haserick,ASL
James Hastie,ASL
Richard Haughton,ASL
Samuel Foster Haven,ASL
George Hawkins,ASL
W E Hay,ASL
Thomas Hayle,ASL
William Stephens Hayward,ASL
Edward Charles Healey,ASL
Dunbar Isidore Heath,ASL
G J D Heath,ASL
John Heaton,ASL
Alexander Hector,ASL
W G Helsby,ASL
David Mitchell Henderson,ASL
P Henderson,ASL
Alfred Gutteres Henriques,ASL
M H Henry,ASL
John Mason Hepworth,ASL
Henry A Hertz,ASL
Maximilian Herz,ASL
Matthew Heslop,ASL
T P Heslop,ASL
Jonas B Hewitt,ASL
Alfred Hewlett,ASL
James Higgin,ASL
Alfred Higgins,ASL
x Hildebrand,ASL
Dallas Hill,ASL
George Hill,ASL
L  Doake Hill,ASL
R  Harvey Hilliard,ASL
J Hillier,ASL
x Hincks,ASL
Benjamin Hinde,ASL
George T Hine,ASL
August Hirsch,ASL
Wilhelm His,ASL
W Hitchman,ASL
W G E Hobbs,ASL
F H Hobler,ASL
von Hochstetter,ASL
Thomas Hodge,ASL
Brian Houghton Hodgson,ASL
"x Hoeven, Van der",ASL
Carl Alphonse Hoffman,ASL
Jennings Holgate,ASL
James Holland,ASL
William Holmes,ASL
H  le Hon,ASL
T H Hood,ASL
James Hope,ASL
John Baker Hopkins,ASL
W J S Horton,ASL
Henry Hotze,ASL
x Houghton,ASL
Alfred Robert Houghton,ASL
Edward Price Houghton,ASL
Frederick Hovenden,ASL
C F Howard,ASL
W T Howard,ASL
H W Howarth,ASL
Oswald Bloomfield Howell,ASL
Charles William Hoyland,ASL
F Hudson,ASL
Henry Hudson,ASL
Robinson Hudson,ASL
Richard Hughes,ASL
Hamilton J Hulcee,ASL
Thomas Humble,ASL
Augustus H Hunt,ASL
George S  Lennon Hunt,ASL
James Hunt,ASL
John (1) Hunt,ASL
G A Hutchinson,ASL
Jonathan Hutchinson,ASL
Thomas Henry Huxley,ASL
Josef Hyrtl,ASL
Walter Hyslop,ASL
Joseph Ince,ASL
A Ioannides,ASL
George James Ivey,ASL
Frederick R Izard,ASL
Henry (the father) Jackson,ASL
Henry (the son) Jackson,ASL
Henry Willan Jackson,ASL
Henry William (1) Jackson,ASL
J  Hughlings Jackson,ASL
J W Jackson,ASL
Le Grand Jacob,ASL
George Alexander James,ASL
Horatio Gay James,ASL
William Jardine,ASL
John Jarratt,ASL
Frederick John Jeffery,ASL
William S Jeffery,ASL
Charles Jellicoe,ASL
Newton Edward Jennings,ASL
William Jennings,ASL
Leonard Jenyns LATER Blomefield,ASL
William Jepson,ASL
C Jervise,ASL
Henry Edward Jessop,ASL
Augustus Jessopp,ASL
George Curling Joad,ASL
Arthur Johnson,ASL
Henry Johnson,ASL
Henry James Johnson,ASL
Henry Moreton Johnson,ASL
Richard Johnson,ASL
J C  Hope Johnstone,ASL
C  Treasure Jones,ASL
J  Pryce Jones,ASL
John Jones,ASL
Robert Jones,ASL
W T Jones,ASL
Algernon Joy,ASL
Ernst Juch,ASL
Francisco Delgado Jugo,ASL
x Kalmus,ASL
G Kasimates,ASL
x Kaup,ASL
J W  (2) Kaye,ASL
William Keene,ASL
William Kelly,ASL
William Henry Kemm,ASL
T M Kendall,ASL
Claude Buchanan Ker,ASL
James Kernahan,ASL
W B Kesteven,ASL
Nicolai de Khanikof,ASL
Joshua Edward Killick,ASL
William Kincaid,ASL
Edwin Holborow King,ASL
Richard King,ASL
S W King,ASL
William King,ASL
Charles Kingsley,ASL
W R H Kinlay,ASL
David Kinloch,ASL
Robert Reid Kirkwood,ASL
Samuel Kisch,ASL
de Koninck,ASL
Isidor Kopernicki,ASL
x Koren,ASL
Alfred von Kremer,ASL
William White La Barte,ASL
George Lade,ASL
Samuel Laing,ASL
Thomas Josiah Laing,ASL
Thomas Lampray,ASL
John Lancaster,ASL
T A  Augustus Land,ASL
Edwin Lander,ASL
Vavasour Joseph Lane,ASL
Augustus Henry Lane Fox later Pitt Rivers,ASL
Samuel Lang,ASL
William Lang,ASL
J R Langley,ASL
Edouard Lartet,ASL
William Latta,ASL
John Zachariah Laurence,ASL
Thomas Laurie,ASL
Edward (1) Lawrence,ASL
Frederick Lawrence,ASL
William Lawrence,ASL
J Lawson,ASL
William Lawson,ASL
x Le Bret,ASL
Edwin Lee,ASL
Frederick George Lee,ASL
George Byrne Lee,ASL
John Lee (2),ASL
Richard Lee,ASL
Conrad Leemans,ASL
Samuel Lees,ASL
William Benjamin Leggatt,ASL
Louis Leguay,ASL
Henry Leighton,ASL
x Lelorrain,ASL
Samuel Allen Letts,ASL
Karl Georg Friedrich Rudolf Leuckart,ASL
W  Hanks Levy,ASL
Charles Francis Lewis,ASL
x Library of the Corporation of London,ASL
Charles Linder,ASL
Gustaf Lindstrom,ASL
John Lister,ASL
x Literary and Philosophical Society,ASL
F T Littey,ASL
Robert Liveing,ASL
David Lloyd,ASL
James L Lobley,ASL
William Lockhart,ASL
Joseph Norman Lockyer,ASL
J R Logan,ASL
"Corporation Library London, City of",ASL
William Longman,ASL
Henry Lonsdale,ASL
Edward Lord,ASL
J K Lord,ASL
Basil Lovery,ASL
Mark Anthony Lower,ASL
D Lubach,ASL
Johann Constantin August Lucae,ASL
Thomas Lucas,ASL
William Charles Lucy,ASL
William Collings Lukis,ASL
Edward Lund,ASL
John Alfred Lush,ASL
Coryndon H Luxmoore,ASL
Philip Powys Lybbe Lybbe,ASL
Charles Lyell,ASL
Henry Bowden Lyle,ASL
William Hunter Lyle,ASL
John Macartney,ASL
D G F Macdonald,ASL
William MacDonald,ASL
John Mackenzie,ASL
Kenneth Robert Henderson Mackenzie,ASL
Samuel Joseph Mackie,ASL
Draper Mackinder,ASL
Charles E Mackintosh,ASL
David Mackintosh,ASL
Charles Donald Maclean,ASL
Hector Maclean,ASL
George Macleay,ASL
Filippo Manetta,ASL
Angelo Manzoni,ASL
W T Marriott,ASL
Robert C Marsden,ASL
x Marshale,ASL
George William Marshall,ASL
Robert Marshall,ASL
Benbow Backhouse Marson,ASL
Edward W Martin,ASL
H  Victor Martin,ASL
J  Ranald Martin,ASL
John (2) Martin,ASL
x Martin-Magron,ASL
Nicholas Martindale,ASL
Joseph Mason,ASL
W Mason,ASL
James Mathieson,ASL
Henry Matthews,ASL
Henry Garland Matthews,ASL
Samuel E Maunsell,ASL
Daniel Maxwell,ASL
Nicholas M Maxwell,ASL
Edward Hooper May,ASL
John Edwin Mayall,ASL
Thomas Mayne,ASL
John S Mayson,ASL
Alexander McArthur,ASL
Andrew McCallum,ASL
Arthur Edward McCallum,ASL
James McClelland,ASL
John McCormick,ASL
William McCoskry,ASL
James McCraith,ASL
James McCrevey,ASL
John McDonnell,ASL
George McHenry,ASL
Walter McLeod,ASL
Barr Meadows,ASL
Thomas Taylor Meadows,ASL
John Medd,ASL
William H Medd,ASL
Charles William Carter Madden Medlicott,ASL
James Aitken Meigs,ASL
John Magens Mello,ASL
Robert Menzies,ASL
Evan Powell Meredith,ASL
Etienne Gustave Mery,ASL
Samuel Messenger,ASL
Alexander Michie,ASL
J Middleton,ASL
John M  (or H ) Middleton,ASL
Louis Remy Mignot,ASL
Franciscus Miklosich,ASL
John Mill,ASL
John Miller,ASL
Joseph Milligan,ASL
Henry F Mills,ASL
J M C Mills,ASL
A Milne,ASL
Thomas Milne,ASL
Henri Milne-Edwards,ASL
W R Milner,ASL
x Milton,ASL
B G Miraglia,ASL
J B Mirrlees,ASL
Arthur Mitchell,ASL
William Henry Mitchell,ASL
William Stephen Mitchell,ASL
Rajendralala Mitra,ASL
St George J Mivart,ASL
C  Poorooshottum Modeliar,ASL
Robert G Moger,ASL
Alexander Moir,ASL
J  Macrae Moir,ASL
Jakob Moleschott,ASL
Frederick William Monk,ASL
William Monk,ASL
Frederick Butler Montgomerie,ASL
x Moon,ASL
George Moore,ASL
Henry Reginald Moore,ASL
J  Daniel Moore,ASL
James H Moore,ASL
John (1) Moore,ASL
John (2) Moore,ASL
Robert Waters Moore,ASL
William Gosling Moore,ASL
Modeliar P S Mootoosaumy,ASL
Fortescue John Morgan,ASL
John Morgan,ASL
Thomas H Morgan,ASL
William Henry Morgan,ASL
Thomas B Moriarty,ASL
James Cotter Morison,ASL
Charles Adolphe Morlot,ASL
David Morris,ASL
H C  Grove Morris,ASL
J P Morris,ASL
James Holmes Morrison,ASL
Richard James ('Zadkiel') Morrison,ASL
Edward John Morshead,ASL
John Mortimer,ASL
John Robert Mortimer,ASL
Joseph Mosheimer,ASL
Svend Mosling,ASL
Thomas Moss,ASL
C B Mosse,ASL
George Mott,ASL
Joseph Mould,ASL
Walter Moxon,ASL
Henry Muirhead,ASL
August Muller,ASL
Ferdinand Muller,ASL
Friedrich Max Muller,ASL
Richard Mullins,ASL
Edward W Murphy,ASL
Edward Murray,ASL
J C Murray,ASL
John (1) Murray,ASL
John (2) Murray,ASL
John George Musgrave,ASL
Dadabhai Naoroji,ASL
Charles Ottley Groom Napier,ASL
D W Nash,ASL
Robert Lucas Nash,ASL
Samuel Nash,ASL
F B  Bernard Natusch,ASL
George Nesbitt,ASL
J R Neville,ASL
Literary and Philosophical Society of Newcastle,ASL
William Newmarch,ASL
P H Newnham,ASL
Alfred Vincent Newton,ASL
Henry William Newton,ASL
Robert S Newton,ASL
Thomas Nicholas,ASL
G  Jasper Nicholls,ASL
Charles Nicholson,ASL
John Peede Segrave Carington Nicholson,ASL
Giustiniano Nicolucci,ASL
Sven Nilsson,ASL
Roden Noel,ASL
John Spencer Noldwritt,ASL
Karl Friedrich Nordmann,ASL
Henry Norsworthy,ASL
George North,ASL
Samuel William North,ASL
Josiah Clark Nott,ASL
John Nottingham,ASL
Richard Maddock Nunn,ASL
Charles O'Callaghan,ASL
Luke Smyth O'Connor,ASL
J L O'Sullivan,ASL
G H Ogston,ASL
Samuel Pasfield Oliver,ASL
William M Ord,ASL
John Benn Ormathwaite,ASL
John William Willoughby Osborne,ASL
Thomas F Overman,ASL
H  Burnard Owen,ASL
John Fletcher Owen,ASL
Richard Owen,ASL
Robert Brisco Owen,ASL
Samuel R J Owen,ASL
J D V Packman,ASL
Henry James Paine,ASL
William Paley,ASL
Silas Palmer,ASL
Louis Philippe d'Orleans Paris,ASL
Matthew Paris,ASL
J W Parker,ASL
Walter Mantell Parker,ASL
John Parnell,ASL
J  Charlton Parr,ASL
King John Parr,ASL
Dashwood G Parry,ASL
A W Parsons,ASL
T E Partridge,ASL
Theodore D'Orville Partridge,ASL
Alexander Paspati,ASL
George K H Paterson,ASL
Robert Paterson,ASL
B H Paul,ASL
R W Payne,ASL
Edward Peacock,ASL
Thomas Bevill Peacock,ASL
George Peacocke,ASL
Charles Thomas Pearce,ASL
Frederick Edward Pearse,ASL
Alfred Henry Pechell,ASL
J M Peebles,ASL
Robert Peel,ASL
John Peiser,ASL
W S Pendon,ASL
William Peppe,ASL
William Perkins,ASL
James Perrin,ASL
John Beswick Perrin,ASL
Augustus E G Perrot,ASL
S G F Perry,ASL
Augustus Heinrich Petermann,ASL
Horace William Petherick,ASL
George Petrie,ASL
Barnet Phillips,ASL
Philip Phoebus,ASL
Edward Pick,ASL
Francois Jules Pictet,ASL
George William Septimus Piesse,ASL
Luke Owen Pike,ASL
Bedford Pim,ASL
Thomas Ryan Pinchis,ASL
W Pinkerton,ASL
James Pinnock,ASL
John Plant,ASL
John Platts,ASL
Charles Plummer,ASL
Fenwick T Poole,ASL
John Daniel Poole,ASL
Matthew Conway Poole,ASL
Reginald Stuart Poole,ASL
R Pope,ASL
R B Porter,ASL
George Pouchet,ASL
Emil Arnold Praeger,ASL
Henry Pratt,ASL
Charles Sharp Price,ASL
Frederick George Hilton Price,ASL
Thomas Prichard,ASL
Henry jun Prigg,ASL
George Pringle,ASL
Thomas junr Pritchard,ASL
William T Pritchard,ASL
James C Proctor,ASL
Hyde Pullen,ASL
H Purdon,ASL
H S Purdon,ASL
Bernard Quaritch,ASL
William Quin,ASL
John Radcliffe,ASL
James Rae,ASL
Antonio Raimondi,ASL
"A , jun Ramsay",ASL
Frank Ramsay,ASL
William Francis Ramsay,ASL
Jabez Spence Ramskill,ASL
G C Rankin,ASL
Edwin Ransom,ASL
Goday Naraen Gajapati Rao,ASL
Charles Ratcliff,ASL
James Rawson,ASL
Charles Reade,ASL
William Winwood Reade,ASL
James Reddie,ASL
Karl Bogislaus Reichert,ASL
Ernest Renan,ASL
Charles Jeremiah Renshaw,ASL
M Ricardo,ASL
Edward Jackson Riccard,ASL
x Richards,ASL
Franklin Thomas Richards,ASL
Charles Richardson,ASL
James Coxon Richardson,ASL
Francis Ignatio Rickard,ASL
George Thorne Ricketts,ASL
H B Riddell,ASL
Henry F Rivers,ASL
John Robbins,ASL
Charles Robert des Ruffieres,ASL
George E Roberts,ASL
J Roberts,ASL
Alexander Robertson,ASL
Alexander Robertson (2),ASL
Charles Nice Robertson,ASL
Daniel Brooke Robertson,ASL
John Forbes Robertson,ASL
Thomas Valentine Robins,ASL
J Robinson,ASL
William Robinson,ASL
Sampson Roch,ASL
"James, jun Rock",ASL
Alfred S Rogers,ASL
George Rogers,ASL
Charles Alfred Rolph,ASL
George Frederick Rolph,ASL
Hyacinthe Ronay,ASL
Charles Rooke,ASL
James Anderson Rose,ASL
Theodor A Rosenbusch,ASL
John George Clunies Ross,ASL
E J Routh,ASL
Ankithum Venkata Nursing Row,ASL
William Bridges Row,ASL
Henry Rudall,ASL
Thomas Rudd,ASL
Sophus Ruge,ASL
H  Hodgson Rugg,ASL
Samuel Rule,ASL
John Ruskin,ASL
A H Russell,ASL
Charles E Russell,ASL
James Russell,ASL
Logan H  D Russell,ASL
x Rutimeyer,ASL
John Ryan,ASL
Oluf Rygh,ASL
Charles S Salmon,ASL
William Salmon,ASL
William Severin Salting,ASL
James Sandale,ASL
Alfred Sanders,ASL
Alfred M Sanderson,ASL
T J Sanderson,ASL
W H Scattergood,ASL
Hermann Schaaffhausen,ASL
William Mason Scharlieb,ASL
Carl Ritter von Scherzer,ASL
E Schiemann,ASL
Hermann de Schlagintweit,ASL
A Schumann,ASL
E S Schwabe,ASL
Theodor Richard Schweitzer,ASL
Charles Scott,ASL
David Scott,ASL
John (2) Scott,ASL
Robert S Scott,ASL
Wentworth Lascelles Scott,ASL
J  Eglinton Seaman,ASL
Berthold Seemann,ASL
William Selwyn,ASL
Hugh R Semper,ASL
Lucy Ellen Sewall,ASL
Henry Sewell,ASL
George Seymour,ASL
Henry Danby Seymour,ASL
Peter Sharp,ASL
Samuel Sharp,ASL
W J Sharpe,ASL
A  Mackintosh Shaw,ASL
Frederick George Shaw,ASL
Robert Barkley Shaw,ASL
Joseph Shepherd,ASL
H  Brinsley Sheridan,ASL
William Henry Sherwood,ASL
William Shipp,ASL
John Shortt,ASL
Thomas R G Shute,ASL
Ramon de Silva-Ferro,ASL
Constantine Simonides,ASL
S F Simonson,ASL
Frank Simpson,ASL
H V Simpson,ASL
J  Marrion Sims,ASL
R S Sisson,ASL
James Henry Skene,ASL
Frederick Mackenzie Skues,ASL
William Mackenzie Skues,ASL
Abell Smith,ASL
Andrew Smith,ASL
George (1) Smith,ASL
George (2) Smith,ASL
George Hill Smith,ASL
George Whitely Smith,ASL
John Smith,ASL
Joseph J Smith,ASL
Peter Smith,ASL
Protheroe Smith,ASL
Tasker Smith,ASL
Thomas Smith,ASL
Thomas Eustace Smith,ASL
Thomas James Smith,ASL
William Smith,ASL
William Nugent Smith,ASL
Worthington George Smith,ASL
Sydney James Smithers,ASL
Brice Smyth,ASL
James Smyth,ASL
John E Smyth,ASL
John jun Smyth,ASL
Frederick Snaith,ASL
George Blagrove Snell,ASL
William Parker Snow,ASL
Samuel Solly,ASL
Philip Southby,ASL
James Bertram Sparhawk,ASL
Henry King Spark,ASL
Peter Spence,ASL
W H Spence,ASL
R J Spencer,ASL
William Henry Spencer,ASL
Edward Spooner,ASL
T B Sprague,ASL
Francis R Spry,ASL
Flaxman Spurrell,ASL
Ephraim George Squier,ASL
George St Clair,ASL
Spencer St John,ASL
Edward Stamp,ASL
William Edward Stanbridge,ASL
John Stanley,ASL
Thomas C Stanley,ASL
John Stanton,ASL
A B Stark,ASL
Japetus Steenstrup,ASL
Carl (Karl) Steinhauer,ASL
Charles Stenning,ASL
William Frederick Cowell Stepney,ASL
Joseph Stevens,ASL
John Stevenson,ASL
A A Stewart,ASL
W S Stewart,ASL
John Stirling,ASL
David Henry Stone,ASL
Robert Sidney Stone,ASL
William Storey,ASL
William Story,ASL
John Marmaduke Stourton,ASL
John Strachan,ASL
S Stratford,ASL
James Strathern,ASL
Andrew Struthers,ASL
John William Studart,ASL
Edward Sturman,ASL
Peter Cormac Sutherland,ASL
Cornelis Swaving,ASL
Horace Swete,ASL
Algernon Charles Swinburne,ASL
David Sydenham,ASL
J A Symonds,ASL
William Samuel Symonds,ASL
Francis Tagart,ASL
G M Tagore,ASL
Lawson Tait,ASL
Alexander Norman Tate,ASL
George Tate,ASL
George Ralph Tate,ASL
Ralph (1) Tate,ASL
Thomas (1) Tate,ASL
Thomas (2) Tate,ASL
Thomas R Tatham,ASL
E B Tawney,ASL
John Taylor,ASL
John George Taylor,ASL
Richard Stephens jnr Taylor,ASL
W Taylor,ASL
W E Taylor,ASL
Edward Tenison Ryan Tenison,ASL
Frederick Theed,ASL
"William, Jun Theobald",ASL
Robert Thin,ASL
Connop Thirlwall,ASL
J L Thomas,ASL
Alfred Robert Thompson,ASL
Frederick Thompson,ASL
George C Thompson,ASL
Joseph Thompson,ASL
Christian JÃ¼rgensen Thomsen,ASL
J  T Thresh,ASL
John Thurnam,ASL
Samuel Timmins,ASL
E Tinsley,ASL
John Tolhurst,ASL
Albert Tootal,ASL
John Towers,ASL
Frederick Travers,ASL
S  Smith Travers,ASL
William Travers,ASL
Arthur Trevelyan,ASL
Edward Andrew Trevor,ASL
Nicolas Trubner,ASL
Gregory Tschurowsky,ASL
Charles jun Tuckett,ASL
Arthur Chilver Tupper,ASL
James Turle,ASL
William F J Turner,ASL
Arthur Turrell,ASL
H K Twyford,ASL
Carl Wilhelm Ferdinand Uhde,ASL
John Underwood,ASL
x University Library,ASL
Herbert Taylor Ussher,ASL
Arthur Vacher,ASL
J J C Valpy,ASL
Armenius Vambery,ASL
William Sandys Wright Vaux,ASL
Gonzalez Velasco,ASL
George Venables Vernon,ASL
Paul Vibraye,ASL
Henry Vignaud,ASL
Edouard J Villin,ASL
Rudolph Virchow,ASL
Julio Vizcarrondi,ASL
Carl Vogt,ASL
Thomas Francis Wade,ASL
Rudolph Wagner,ASL
Theodore Waitz,ASL
Alfred Wake,ASL
E T Wakefield,ASL
Cornelius Walford,ASL
Alexander Walker,ASL
Alexander Macnamee Walker,ASL
Charles Pyndar Beauchamp Walker,ASL
Edmund Walker,ASL
George Walker,ASL
Robert Walker,ASL
Joshua Walmsley,ASL
H C Walton,ASL
J W Walton,ASL
Rienzi G Walton,ASL
James Alfred Wanklyn,ASL
Charles Augustus Ward,ASL
Charles Warden,ASL
J  William Warden,ASL
James J Waring,ASL
Richard Archer Warwick,ASL
Buchanan Washbourn,ASL
Ottiwell Charles Waterfield,ASL
John Waterhouse,ASL
Samuel Watson,ASL
Robert Watt,ASL
John King Watts,ASL
Stephen Webb,ASL
T W Webb,ASL
Henry Webster,ASL
Augustin Weisbach,ASL
Hermann Welcker,ASL
Francis Alex (Frank) Wenham,ASL
William Henry Wesley,ASL
Hodder Michael Westropp,ASL
Champion Wetton,ASL
J R Wevill,ASL
William Whitear,ASL
John B Whitehead,ASL
Peter O Whitehead,ASL
Thomas K Whitehead,ASL
Henry Whitfeld,ASL
Henry William Wickes,ASL
Thomas Haines Wickes,ASL
x Wienecke,ASL
Augustus S Wilkins,ASL
Thomas Wilkinson,ASL
William Martin Wilkinson,ASL
Charles R Williams,ASL
Eric Williams,ASL
Frederick Martin Williams,ASL
George Williams,ASL
Henry Williams,ASL
Henry G Williams,ASL
John (1) Williams,ASL
John Wilkins Williams,ASL
S W D Williams,ASL
Thomas Williams,ASL
Matthew Willis,ASL
J E  Eardley Wilmot,ASL
Alfred Henry Wilson,ASL
Andrew Wilson,ASL
Daniel Wilson,ASL
Frank Wilson,ASL
J  Spotswood Wilson,ASL
James Wilson,ASL
John Leigh Wilson,ASL
R Wilson,ASL
William Wilson,ASL
William Newton Wilson,ASL
Alfred Wiltshire,ASL
William Smith Windham,ASL
Alfred Tubb Windus,ASL
Benjamin Robert Winthrop,ASL
Thomas Alexander Wise,ASL
George Witt,ASL
von Wittich,ASL
James Wodderspoon,ASL
Francis George Cornelius Wolber,ASL
George Wollaston,ASL
Edward Wood,ASL
F  Henry Wood,ASL
J W Wood,ASL
John George Wood,ASL
Robert Wood,ASL
William Spicer Wood,ASL
Charles H L Woodd,ASL
Robert Carr Woods,ASL
Jens Jacob Asmussen Worsaae,ASL
William Wray,ASL
Frank Wrentmore,ASL
Robert Wright,ASL
Thomas Wright,ASL
William Cort Wright,ASL
Otto Wucherer,ASL
Andrew Wyley,ASL
Jeffries Wyman,ASL
Stephen Yeldham,ASL
James A Youl,ASL
Robert Younge,ASL
Arthur de Zeltner,ASL
x Zohrab,ASL
H R Adam,AI
William (2) Adams,AI
Louis Agassiz,AI
Alexander Muirhead Aitken,AI
William Amhurst Tyssen Amhurst,AI
x Antrim,AI
William Appleyard,AI
William Arbuthnot,AI
William Armitage,AI
William Armstrong,AI
Richard Arnold,AI
William Arthur,AI
Charles Frederick Ash,AI
William Henry Ashurst,AI
Charles Atkins,AI
George Atkinson,AI
Charles Cardale Babington,AI
Edward Backhouse,AI
Carl Ernst von Baer,AI
Walter ('Badgett') Bagehot,AI
James Bain,AI
John Baker,AI
Samuel C Baker,AI
William Bailey Baker,AI
George Balfour,AI
John  Wheeldon Barnes,AI
William Roby Barr,AI
Thomas Squire Barrett,AI
George William Barrington,AI
William Edward Bartlett,AI
John Stothert Bartrum,AI
William Battye,AI
Hermann Beigel,AI
William Abraham Bell,AI
Edward Bellamy,AI
Henry Walter Bellew,AI
Thomas Bendyshe,AI
Charles Bennett,AI
George Bertram,AI
John Bilderbeck,AI
James Bischoff,AI
Andrew Black,AI
William Blackmore,AI
Henry Jules Blanc,AI
Henry George Bohn,AI
William Bollaert,AI
Louis Lucien Bonaparte,AI
George Bonavia,AI
James Bonsor,AI
James Bonwick,AI
Cunningham Borthwick,AI
Sydney Edward Bouverie Bouverie-Pusey,AI
Jacob Boys,AI
Edward William Brabrook,AI
Frederick Braby,AI
Charles Holt Bracebridge,AI
Antonio Brady,AI
P A Brady,AI
William Bragge,AI
A C Brebner,AI
James Brebner,AI
Charles Brett,AI
John Briggs,AI
Lindsay Brine,AI
Charles Cornish Brown,AI
James Roberts Brown,AI
John Allen Brown,AI
Thomas Henry Browne,AI
George Bryant,AI
William Bull,AI
Luke Burke,AI
George Busk,AI
William John Busteed,AI
Henry Butler,AI
James Butler,AI
Benjamin Bond Cabbell,AI
John Calman,AI
Archibald Campbell,AI
